record_id,site_name,material,quantity_tons,grade_percent,extraction_date,operator,status,depth_meter,cost_usd
2167,Tambang D,Nikel,862.25,1.52,2021-09-19 00:01:50.483289,PT Tambang Jaya,Non-Aktif,248.0,60947.55
2168,Tambang C,Tembaga,755.68,2.34,2024-06-07 12:09:42.087186,PT Mineral Nusantara,Non-Aktif,217.8,55854.71
2169,Tambang B,Nikel,557.87,1.2,2023-02-03 00:56:23.016277,PT Mineral Nusantara,Aktif,214.3,48360.11
2170,Tambang D,Batubara,368.67,2.91,2024-09-29 06:52:31.092064,PT Mineral Nusantara,Reklamasi,55.9,47886.88
2171,Tambang C,Tembaga,371.4,1.88,2023-05-31 20:08:53.320395,PT Mineral Nusantara,Non-Aktif,101.6,33960.28
2172,Tambang B,Emas,880.62,2.7,2024-02-04 18:07:55.415732,PT Tambang Jaya,Aktif,161.7,50949.65
2173,Tambang A,Tembaga,48.85,1.51,2021-08-21 16:21:31.612678,PT Mineral Nusantara,Aktif,42.6,48426.67
2174,Tambang B,Nikel,988.1,0.74,2024-08-22 23:32:00.709598,PT Mineral Nusantara,Reklamasi,148.8,32623.22
2175,Tambang A,Batubara,667.73,4.01,2022-11-09 02:19:09.911103,PT Mineral Nusantara,Reklamasi,139.1,30813.66
2176,Tambang C,Nikel,684.33,3.38,2021-07-23 12:37:00.540698,PT Tambang Jaya,Reklamasi,77.3,45160.79
2177,Tambang D,Tembaga,47.62,2.03,2023-10-02 23:29:04.094255,PT Emas Sejahtera,Reklamasi,67.9,80501.85
2178,Tambang D,Nikel,609.47,0.71,2024-06-02 08:34:49.707913,PT Emas Sejahtera,Non-Aktif,81.7,25522.78
2179,Tambang C,Nikel,489.93,4.4,2022-08-16 07:01:02.436164,PT Tambang Jaya,Non-Aktif,185.5,84694.11
2180,Tambang D,Batubara,114.72,1.26,2020-07-03 14:20:13.963184,PT Emas Sejahtera,Reklamasi,130.3,72672.1
2181,Tambang D,Emas,285.14,4.69,2022-09-28 23:19:31.439248,PT Tambang Jaya,Reklamasi,130.0,26927.31
2182,Tambang A,Tembaga,891.41,2.65,2023-05-30 10:07:21.429124,PT Mineral Nusantara,Non-Aktif,62.7,2368.77
2183,Tambang C,Batubara,554.49,2.03,2020-11-18 09:32:47.724535,PT Emas Sejahtera,Reklamasi,238.3,8605.18
2184,Tambang B,Emas,419.28,3.84,2021-04-07 14:08:02.299949,PT Tambang Jaya,Aktif,213.1,88404.2
2185,Tambang A,Nikel,81.96,4.45,2020-10-28 19:54:54.031191,PT Tambang Jaya,Non-Aktif,134.4,80885.79
2186,Tambang C,Emas,716.98,2.17,2021-07-16 05:08:21.338369,PT Mineral Nusantara,Aktif,51.2,38578.1
2187,Tambang A,Nikel,705.82,2.33,2020-11-11 05:49:21.854984,PT Tambang Jaya,Aktif,217.3,7108.73
2188,Tambang B,Nikel,617.9,2.45,2023-05-24 10:31:59.443354,PT Emas Sejahtera,Aktif,270.7,81302.08
2189,Tambang B,Batubara,515.16,4.65,2020-10-23 12:56:16.561804,PT Mineral Nusantara,Aktif,61.7,26268.96
2190,Tambang C,Nikel,439.45,3.62,2020-10-07 06:58:21.396203,PT Tambang Jaya,Reklamasi,184.8,95358.66
2191,Tambang B,Batubara,597.34,1.61,2023-05-05 06:38:38.802018,PT Mineral Nusantara,Reklamasi,133.0,52766.88
2192,Tambang A,Emas,241.06,1.33,2023-05-03 20:56:32.654718,PT Tambang Jaya,Reklamasi,35.4,71802.65
2193,Tambang B,Emas,941.85,1.54,2022-12-16 06:00:07.353368,PT Emas Sejahtera,Reklamasi,220.5,46720.03
2194,Tambang A,Nikel,592.91,1.69,2022-09-23 13:48:52.770153,PT Emas Sejahtera,Non-Aktif,30.6,3740.93
2195,Tambang A,Batubara,318.08,1.54,2020-06-28 04:38:54.181536,PT Mineral Nusantara,Reklamasi,213.6,7253.97
2196,Tambang B,Nikel,455.18,3.46,2021-01-04 19:39:49.241985,PT Tambang Jaya,Non-Aktif,91.5,97622.25
2197,Tambang C,Batubara,807.63,1.02,2020-08-24 22:50:50.440178,PT Mineral Nusantara,Aktif,174.0,41812.17
2198,Tambang D,Batubara,170.0,2.24,2023-02-22 05:56:05.506456,PT Mineral Nusantara,Non-Aktif,56.5,19134.25
2199,Tambang B,Batubara,299.91,3.31,2020-12-02 10:39:31.930856,PT Emas Sejahtera,Reklamasi,117.6,72309.25
2200,Tambang A,Emas,682.71,1.81,2023-05-07 13:42:42.772261,PT Mineral Nusantara,Aktif,40.2,88337.02
2201,Tambang A,Batubara,322.33,0.79,2022-01-24 13:38:23.526751,PT Tambang Jaya,Aktif,145.5,27431.35
2202,Tambang B,Emas,794.58,0.87,2023-05-10 23:57:26.166157,PT Emas Sejahtera,Reklamasi,71.9,57541.29
2203,Tambang C,Batubara,139.15,1.07,2020-06-29 06:56:01.872519,PT Tambang Jaya,Aktif,64.5,25293.31
2204,Tambang C,Emas,765.06,4.26,2020-01-09 10:26:27.349920,PT Mineral Nusantara,Aktif,41.1,82432.65
2205,Tambang A,Tembaga,77.67,3.46,2021-05-25 05:26:10.393316,PT Emas Sejahtera,Aktif,232.0,9593.14
2206,Tambang A,Emas,22.47,0.79,2023-10-30 02:04:20.795225,PT Tambang Jaya,Non-Aktif,195.5,37880.02
2207,Tambang C,Emas,899.24,2.26,2023-08-11 05:54:30.256083,PT Tambang Jaya,Aktif,55.5,38609.7
2208,Tambang D,Nikel,585.53,1.75,2023-02-11 21:19:14.606345,PT Mineral Nusantara,Aktif,147.0,64055.52
2209,Tambang B,Batubara,358.31,3.1,2020-06-29 19:54:06.054982,PT Tambang Jaya,Non-Aktif,201.7,18642.77
2210,Tambang A,Tembaga,240.27,2.85,2022-05-05 04:49:06.633680,PT Mineral Nusantara,Reklamasi,264.6,48025.68
2211,Tambang A,Nikel,620.72,2.67,2022-07-12 15:10:19.299844,PT Mineral Nusantara,Non-Aktif,27.3,55652.53
2212,Tambang C,Batubara,513.91,1.92,2020-09-26 17:12:28.627922,PT Mineral Nusantara,Non-Aktif,115.1,89197.19
2213,Tambang B,Tembaga,991.68,1.12,2020-06-19 07:31:10.545017,PT Mineral Nusantara,Reklamasi,188.6,53138.58
2214,Tambang C,Tembaga,983.38,3.84,2023-01-26 11:19:30.763097,PT Emas Sejahtera,Reklamasi,14.5,14060.39
2215,Tambang B,Tembaga,638.67,4.46,2024-03-06 11:24:40.608446,PT Tambang Jaya,Non-Aktif,80.6,11032.13
2216,Tambang B,Batubara,448.44,4.75,2024-04-24 19:16:09.653542,PT Tambang Jaya,Aktif,226.0,92489.63
2217,Tambang B,Tembaga,496.23,0.76,2020-07-17 18:23:35.047952,PT Emas Sejahtera,Reklamasi,113.2,97987.19
2218,Tambang A,Tembaga,685.65,3.83,2024-04-22 16:44:46.820710,PT Mineral Nusantara,Aktif,34.5,17536.15
2219,Tambang D,Nikel,110.56,3.77,2020-02-14 07:49:41.627184,PT Mineral Nusantara,Reklamasi,191.7,75384.06
2220,Tambang C,Emas,335.07,4.76,2023-01-03 04:28:03.348761,PT Mineral Nusantara,Aktif,82.5,25820.79
2221,Tambang D,Batubara,84.52,1.64,2022-01-10 13:00:11.999020,PT Mineral Nusantara,Non-Aktif,213.5,83458.67
2222,Tambang C,Emas,82.63,3.84,2021-07-07 06:09:48.372720,PT Emas Sejahtera,Non-Aktif,271.1,10564.14
2223,Tambang B,Nikel,203.88,0.75,2022-09-27 22:54:05.997249,PT Tambang Jaya,Non-Aktif,163.1,44274.97
2224,Tambang A,Emas,490.4,3.34,2023-10-09 01:21:11.476564,PT Mineral Nusantara,Non-Aktif,183.8,60010.97
2225,Tambang D,Tembaga,786.93,2.08,2022-12-05 19:33:12.179577,PT Mineral Nusantara,Reklamasi,159.2,85397.68
2226,Tambang A,Tembaga,490.64,3.96,2021-10-04 10:44:17.529105,PT Mineral Nusantara,Non-Aktif,247.1,85815.94
2227,Tambang C,Batubara,342.12,4.38,2023-10-12 09:16:48.360054,PT Tambang Jaya,Aktif,80.1,19245.16
2228,Tambang A,Batubara,91.53,2.14,2024-11-03 18:34:58.858266,PT Tambang Jaya,Non-Aktif,126.4,96744.74
2229,Tambang A,Batubara,554.79,2.87,2024-06-01 12:01:43.947375,PT Emas Sejahtera,Non-Aktif,269.6,64216.7
2230,Tambang D,Nikel,278.56,1.03,2024-01-14 10:04:52.815691,PT Tambang Jaya,Non-Aktif,219.9,66218.52
2231,Tambang B,Batubara,618.78,2.38,2022-02-24 15:22:33.803176,PT Tambang Jaya,Non-Aktif,102.8,89010.31
2232,Tambang A,Nikel,977.42,2.12,2021-04-05 07:54:16.023937,PT Mineral Nusantara,Reklamasi,251.5,32709.33
2233,Tambang B,Tembaga,120.2,1.32,2021-11-14 12:47:16.717618,PT Tambang Jaya,Reklamasi,79.3,42106.59
2234,Tambang C,Emas,220.0,4.53,2024-07-13 07:52:13.394985,PT Mineral Nusantara,Reklamasi,193.9,98513.88
2235,Tambang A,Tembaga,478.36,1.17,2020-07-21 14:58:59.354611,PT Emas Sejahtera,Aktif,287.4,2637.27
2236,Tambang D,Tembaga,968.93,3.36,2020-08-25 05:51:02.829289,PT Mineral Nusantara,Aktif,176.7,86848.74
2237,Tambang C,Tembaga,774.09,4.51,2020-03-14 02:32:03.557092,PT Emas Sejahtera,Non-Aktif,241.8,84408.11
2238,Tambang C,Batubara,899.25,4.6,2023-06-07 04:11:05.788980,PT Tambang Jaya,Aktif,223.3,26978.88
2239,Tambang D,Batubara,340.38,4.07,2021-06-11 01:15:58.960055,PT Emas Sejahtera,Aktif,261.1,82347.79
2240,Tambang A,Batubara,992.12,1.29,2021-03-28 15:03:19.301494,PT Mineral Nusantara,Aktif,290.9,33694.07
2241,Tambang A,Emas,111.8,4.18,2024-03-23 21:39:55.392501,PT Tambang Jaya,Aktif,16.5,63268.74
2242,Tambang C,Batubara,62.44,1.74,2021-09-05 03:52:53.519096,PT Tambang Jaya,Reklamasi,18.1,45240.95
2243,Tambang A,Nikel,857.05,4.65,2022-12-14 05:27:22.509640,PT Mineral Nusantara,Reklamasi,182.4,11031.6
2244,Tambang B,Tembaga,927.99,3.69,2024-01-31 18:19:31.962761,PT Tambang Jaya,Aktif,286.7,89640.53
2245,Tambang D,Emas,99.68,4.03,2024-09-06 04:30:40.474473,PT Mineral Nusantara,Aktif,150.8,54980.73
2246,Tambang B,Emas,122.29,0.88,2020-02-28 20:43:28.170004,PT Emas Sejahtera,Reklamasi,253.5,48699.3
2247,Tambang A,Emas,42.84,3.12,2021-09-30 23:33:43.512236,PT Emas Sejahtera,Non-Aktif,232.7,88070.27
2248,Tambang C,Emas,113.46,4.2,2022-06-10 05:32:32.355449,PT Tambang Jaya,Reklamasi,154.5,33474.04
2249,Tambang D,Emas,217.33,4.38,2020-06-06 17:59:48.497333,PT Mineral Nusantara,Aktif,158.8,57463.89
2250,Tambang A,Nikel,970.38,0.63,2021-02-09 00:29:26.464050,PT Mineral Nusantara,Aktif,136.4,88345.25
2251,Tambang A,Tembaga,671.18,4.73,2024-01-12 15:25:42.438089,PT Emas Sejahtera,Aktif,83.1,34945.22
2252,Tambang C,Emas,780.77,0.7,2023-08-31 16:50:57.079366,PT Mineral Nusantara,Reklamasi,259.0,79560.03
2253,Tambang C,Tembaga,778.38,3.27,2024-03-27 17:30:53.454691,PT Tambang Jaya,Aktif,70.8,51922.69
2254,Tambang B,Batubara,539.72,3.62,2020-01-10 00:05:04.127593,PT Tambang Jaya,Reklamasi,273.0,16618.89
2255,Tambang D,Emas,799.51,0.98,2021-08-22 13:20:41.816148,PT Emas Sejahtera,Non-Aktif,114.3,5018.57
2256,Tambang D,Emas,599.85,0.72,2021-10-19 20:16:24.014659,PT Mineral Nusantara,Aktif,17.7,72945.81
2257,Tambang C,Tembaga,321.4,4.03,2022-05-18 02:06:51.521577,PT Tambang Jaya,Aktif,58.8,26925.63
2258,Tambang B,Emas,565.5,2.23,2024-10-14 11:47:57.703880,PT Tambang Jaya,Non-Aktif,267.5,81757.15
2259,Tambang D,Emas,538.17,0.98,2022-08-07 10:16:17.261998,PT Tambang Jaya,Reklamasi,47.2,19703.92
2260,Tambang C,Emas,825.22,3.93,2022-02-13 11:12:19.383747,PT Mineral Nusantara,Aktif,224.2,57217.78
2261,Tambang A,Nikel,981.91,4.32,2023-07-10 13:58:12.993263,PT Emas Sejahtera,Aktif,63.0,10253.46
2262,Tambang D,Nikel,416.93,3.14,2021-04-05 10:45:24.759330,PT Emas Sejahtera,Aktif,154.7,73841.01
2263,Tambang B,Emas,765.76,1.23,2022-01-13 15:37:41.786502,PT Tambang Jaya,Aktif,69.5,76804.59
2264,Tambang B,Nikel,108.77,0.57,2021-04-10 15:22:18.874174,PT Emas Sejahtera,Non-Aktif,106.6,91738.06
2265,Tambang B,Batubara,779.06,3.65,2020-07-28 02:23:01.529432,PT Tambang Jaya,Reklamasi,46.2,56574.62
2266,Tambang A,Emas,377.7,2.98,2020-04-26 02:18:44.410745,PT Tambang Jaya,Non-Aktif,171.2,11537.73
2267,Tambang D,Batubara,49.0,3.43,2023-04-12 14:18:54.777577,PT Mineral Nusantara,Reklamasi,116.1,82948.76
2268,Tambang D,Tembaga,369.61,4.16,2022-06-29 12:58:21.640633,PT Tambang Jaya,Non-Aktif,116.0,32075.52
2269,Tambang A,Batubara,614.54,2.45,2024-05-05 02:05:01.880825,PT Tambang Jaya,Non-Aktif,21.2,90059.75
2270,Tambang D,Tembaga,128.06,1.06,2022-07-11 04:37:19.521883,PT Mineral Nusantara,Reklamasi,49.5,97805.62
2271,Tambang A,Emas,924.79,4.73,2021-09-29 12:43:51.348972,PT Mineral Nusantara,Aktif,215.2,14116.37
2272,Tambang A,Tembaga,86.9,2.95,2022-06-28 22:03:23.128154,PT Emas Sejahtera,Aktif,94.8,9213.01
2273,Tambang A,Tembaga,930.71,3.27,2020-02-17 14:04:01.721504,PT Mineral Nusantara,Non-Aktif,138.2,89862.73
2274,Tambang B,Batubara,710.07,4.7,2024-07-28 18:24:54.359982,PT Tambang Jaya,Non-Aktif,231.3,89988.74
2275,Tambang D,Batubara,336.42,4.69,2023-05-11 21:41:55.638081,PT Mineral Nusantara,Non-Aktif,139.0,58934.58
2276,Tambang A,Batubara,396.84,3.07,2022-12-30 10:07:16.070012,PT Mineral Nusantara,Aktif,75.4,88924.0
2277,Tambang D,Emas,743.4,1.84,2022-02-17 12:10:12.448941,PT Emas Sejahtera,Reklamasi,169.4,93121.63
2278,Tambang B,Emas,605.46,4.99,2020-11-01 10:44:22.017434,PT Mineral Nusantara,Aktif,242.3,55983.57
2279,Tambang A,Batubara,674.93,3.56,2024-09-12 02:57:49.373505,PT Tambang Jaya,Non-Aktif,183.9,68966.29
2280,Tambang C,Emas,395.27,2.34,2020-12-10 01:32:03.860821,PT Tambang Jaya,Aktif,131.9,61743.7
2281,Tambang B,Emas,492.94,3.02,2024-04-05 13:02:59.521638,PT Tambang Jaya,Aktif,46.4,18285.32
2282,Tambang C,Tembaga,989.97,2.37,2022-12-23 23:47:02.893589,PT Mineral Nusantara,Aktif,82.1,44187.35
2283,Tambang D,Tembaga,221.78,4.5,2023-04-26 06:47:05.882579,PT Mineral Nusantara,Reklamasi,284.4,68457.05
2284,Tambang D,Batubara,423.68,2.67,2023-02-03 21:39:43.223218,PT Tambang Jaya,Non-Aktif,233.8,61416.62
2285,Tambang B,Emas,298.9,4.21,2020-01-30 01:28:29.322014,PT Mineral Nusantara,Aktif,35.4,22294.68
2286,Tambang D,Tembaga,767.46,4.28,2022-02-10 05:11:33.635268,PT Emas Sejahtera,Aktif,11.6,91066.16
2287,Tambang C,Nikel,766.37,4.21,2020-03-27 08:47:14.444933,PT Emas Sejahtera,Non-Aktif,60.9,78622.77
2288,Tambang A,Emas,299.52,3.75,2022-07-04 12:22:20.900570,PT Emas Sejahtera,Aktif,283.7,7777.3
2289,Tambang A,Nikel,90.58,4.35,2024-05-27 12:16:33.887165,PT Emas Sejahtera,Aktif,178.2,35063.76
2290,Tambang A,Batubara,21.32,2.24,2023-10-14 00:44:46.685598,PT Tambang Jaya,Aktif,253.2,99558.27
2291,Tambang B,Emas,433.18,1.02,2020-10-21 17:55:25.181988,PT Mineral Nusantara,Aktif,144.9,39591.19
2292,Tambang D,Batubara,416.23,4.29,2024-11-05 21:05:31.424227,PT Emas Sejahtera,Non-Aktif,249.7,66679.57
2293,Tambang C,Batubara,988.51,2.74,2022-09-02 13:04:32.358358,PT Tambang Jaya,Aktif,19.8,10967.08
2294,Tambang D,Batubara,475.1,1.07,2021-01-21 04:10:00.456419,PT Emas Sejahtera,Reklamasi,133.8,31781.48
2295,Tambang D,Batubara,263.85,1.02,2021-09-21 13:44:35.002441,PT Mineral Nusantara,Aktif,119.5,88323.33
2296,Tambang D,Batubara,892.32,1.22,2024-09-05 14:59:00.696643,PT Emas Sejahtera,Reklamasi,294.6,51543.41
2297,Tambang A,Emas,496.16,3.88,2024-09-01 20:10:13.546152,PT Emas Sejahtera,Non-Aktif,97.1,82686.11
2298,Tambang C,Nikel,603.18,3.7,2021-11-19 14:12:57.622028,PT Emas Sejahtera,Aktif,130.9,1758.29
2299,Tambang C,Emas,104.71,1.42,2024-11-20 20:21:52.883558,PT Emas Sejahtera,Reklamasi,230.1,66947.94
2300,Tambang D,Emas,389.09,4.31,2022-05-29 00:55:52.489365,PT Mineral Nusantara,Reklamasi,265.4,30692.9
2301,Tambang A,Emas,944.78,1.77,2024-11-29 12:03:28.676533,PT Tambang Jaya,Aktif,264.7,86216.88
2302,Tambang A,Tembaga,593.61,4.07,2023-03-25 12:10:23.956015,PT Emas Sejahtera,Aktif,124.4,94460.61
2303,Tambang C,Tembaga,351.06,2.7,2024-10-29 01:37:24.441276,PT Tambang Jaya,Non-Aktif,285.1,69074.28
2304,Tambang A,Emas,629.41,3.79,2021-05-17 15:32:19.347368,PT Mineral Nusantara,Non-Aktif,199.5,15461.8
2305,Tambang A,Nikel,911.31,2.22,2023-07-24 22:13:49.088119,PT Mineral Nusantara,Aktif,256.8,47342.62
2306,Tambang A,Emas,281.25,2.06,2022-05-31 02:55:28.156712,PT Emas Sejahtera,Non-Aktif,278.6,46985.04
2307,Tambang B,Batubara,510.07,4.29,2023-06-25 11:57:35.454175,PT Tambang Jaya,Non-Aktif,77.7,83199.54
2308,Tambang D,Tembaga,959.1,0.66,2021-04-28 04:34:03.090599,PT Emas Sejahtera,Non-Aktif,154.8,46600.95
2309,Tambang C,Tembaga,180.67,4.89,2022-10-04 08:16:29.246234,PT Mineral Nusantara,Non-Aktif,180.5,33930.85
2310,Tambang C,Emas,722.47,3.42,2021-02-27 10:43:42.666759,PT Emas Sejahtera,Aktif,242.7,61523.81
2311,Tambang B,Emas,618.34,2.45,2023-07-16 13:13:38.904634,PT Emas Sejahtera,Aktif,126.3,65061.14
2312,Tambang D,Nikel,682.88,3.33,2022-09-01 17:35:07.405058,PT Tambang Jaya,Reklamasi,71.0,81184.85
2313,Tambang C,Nikel,357.71,1.05,2022-05-13 00:01:23.367879,PT Mineral Nusantara,Non-Aktif,225.5,90143.7
2314,Tambang A,Batubara,320.74,2.81,2023-02-26 03:47:59.761177,PT Emas Sejahtera,Aktif,181.8,89105.73
2315,Tambang C,Emas,687.37,4.93,2022-12-04 23:16:14.658991,PT Emas Sejahtera,Reklamasi,270.5,63045.69
2316,Tambang A,Emas,223.39,1.56,2020-11-25 22:50:46.406673,PT Emas Sejahtera,Non-Aktif,200.0,52903.67
2317,Tambang B,Emas,425.46,3.75,2020-02-14 20:14:23.325929,PT Tambang Jaya,Reklamasi,14.9,80320.9
2318,Tambang A,Tembaga,196.29,2.46,2024-10-04 18:10:30.457879,PT Mineral Nusantara,Non-Aktif,290.3,31372.17
2319,Tambang C,Batubara,18.22,3.44,2024-01-18 21:43:07.752697,PT Emas Sejahtera,Aktif,182.0,76035.17
2320,Tambang C,Nikel,970.36,1.42,2023-03-18 11:37:09.137979,PT Emas Sejahtera,Reklamasi,182.8,51104.19
2321,Tambang C,Tembaga,437.39,2.62,2024-02-12 19:14:46.586236,PT Emas Sejahtera,Aktif,273.7,13241.44
2322,Tambang B,Tembaga,969.66,4.91,2023-08-28 11:00:10.006076,PT Mineral Nusantara,Non-Aktif,202.5,75533.81
2323,Tambang B,Tembaga,148.92,1.38,2022-07-25 01:29:20.374027,PT Tambang Jaya,Non-Aktif,149.0,65198.52
2324,Tambang D,Tembaga,591.49,3.36,2020-02-21 22:47:36.053788,PT Tambang Jaya,Non-Aktif,41.1,9159.97
2325,Tambang C,Batubara,208.96,3.09,2024-09-17 23:24:57.338949,PT Emas Sejahtera,Reklamasi,289.0,45586.5
2326,Tambang A,Emas,792.17,3.04,2023-07-23 23:33:47.068371,PT Emas Sejahtera,Reklamasi,32.8,49162.98
2327,Tambang B,Nikel,785.87,3.27,2024-08-24 16:36:59.326504,PT Tambang Jaya,Reklamasi,59.4,65697.7
2328,Tambang C,Nikel,121.48,2.76,2022-10-04 17:58:56.221441,PT Tambang Jaya,Aktif,247.7,68170.33
2329,Tambang C,Tembaga,912.94,0.58,2024-10-29 22:52:44.850890,PT Tambang Jaya,Reklamasi,152.2,19862.1
2330,Tambang B,Tembaga,202.68,4.55,2022-07-03 22:29:55.460150,PT Emas Sejahtera,Non-Aktif,61.7,4336.2
2331,Tambang D,Batubara,616.85,4.22,2023-10-18 22:37:06.747161,PT Emas Sejahtera,Aktif,93.0,79613.22
2332,Tambang B,Tembaga,985.78,1.28,2024-11-13 00:21:56.794503,PT Tambang Jaya,Non-Aktif,298.3,98177.87
2333,Tambang B,Nikel,883.57,2.36,2022-12-30 19:02:12.014609,PT Tambang Jaya,Non-Aktif,179.4,94128.05
2334,Tambang A,Nikel,957.0,3.97,2022-10-20 11:17:08.952380,PT Mineral Nusantara,Reklamasi,126.5,50579.17
2335,Tambang A,Emas,349.17,4.91,2022-05-11 18:11:37.304406,PT Emas Sejahtera,Reklamasi,264.1,53364.35
2336,Tambang D,Emas,114.52,4.78,2021-07-29 18:47:28.045800,PT Mineral Nusantara,Reklamasi,149.1,93127.01
2337,Tambang C,Nikel,196.46,4.55,2021-08-31 20:19:54.377147,PT Tambang Jaya,Non-Aktif,99.3,54870.49
2338,Tambang B,Nikel,505.49,1.21,2022-07-18 17:44:45.844137,PT Emas Sejahtera,Aktif,57.6,28488.83
2339,Tambang D,Batubara,795.3,4.62,2024-09-08 00:40:51.903067,PT Emas Sejahtera,Reklamasi,225.9,68081.49
2340,Tambang A,Batubara,158.65,4.45,2024-10-03 03:21:32.298819,PT Mineral Nusantara,Reklamasi,182.9,48242.63
2341,Tambang B,Nikel,663.13,2.2,2022-12-13 19:02:15.501263,PT Mineral Nusantara,Aktif,36.8,78715.04
2342,Tambang C,Tembaga,330.34,2.28,2021-03-11 07:36:40.045462,PT Mineral Nusantara,Non-Aktif,181.6,78547.37
2343,Tambang A,Emas,347.79,2.57,2020-09-08 06:03:58.473449,PT Mineral Nusantara,Non-Aktif,56.2,93659.91
2344,Tambang A,Nikel,665.3,3.45,2022-02-16 07:21:56.806591,PT Emas Sejahtera,Aktif,294.7,14644.21
2345,Tambang A,Tembaga,472.33,1.67,2022-08-03 10:29:03.911090,PT Tambang Jaya,Reklamasi,85.3,52611.66
2346,Tambang D,Nikel,813.91,0.6,2024-09-30 08:41:33.258319,PT Tambang Jaya,Aktif,211.8,78800.23
2347,Tambang C,Emas,164.36,1.14,2023-02-09 18:14:38.954979,PT Tambang Jaya,Reklamasi,200.3,44049.3
2348,Tambang B,Emas,792.05,2.48,2020-03-30 08:21:50.017253,PT Mineral Nusantara,Aktif,210.5,63061.51
2349,Tambang D,Batubara,73.59,1.77,2024-01-15 18:20:17.074466,PT Tambang Jaya,Non-Aktif,134.7,81886.14
2350,Tambang D,Batubara,202.11,3.94,2021-11-07 21:59:59.296763,PT Mineral Nusantara,Non-Aktif,31.6,47863.28
2351,Tambang D,Batubara,659.59,0.98,2023-07-10 03:46:16.960417,PT Mineral Nusantara,Non-Aktif,294.2,41419.88
2352,Tambang A,Batubara,856.38,4.63,2020-09-09 22:42:56.295294,PT Tambang Jaya,Non-Aktif,65.5,18875.14
2353,Tambang C,Emas,260.15,4.53,2020-01-31 02:37:28.364083,PT Tambang Jaya,Aktif,233.2,82630.44
2354,Tambang D,Tembaga,333.92,4.59,2021-10-27 07:59:20.318374,PT Tambang Jaya,Aktif,49.9,79782.12
2355,Tambang B,Tembaga,541.75,3.83,2020-11-29 16:32:49.866425,PT Emas Sejahtera,Reklamasi,91.5,74571.89
2356,Tambang C,Tembaga,219.46,0.98,2020-02-01 08:53:12.002041,PT Mineral Nusantara,Aktif,172.4,39938.28
2357,Tambang B,Nikel,813.04,2.47,2022-02-01 04:12:50.995643,PT Emas Sejahtera,Reklamasi,129.9,58735.87
2358,Tambang C,Batubara,775.9,1.09,2021-04-01 15:23:33.484592,PT Tambang Jaya,Aktif,287.9,13274.69
2359,Tambang B,Batubara,153.84,4.94,2024-03-15 17:04:38.406109,PT Emas Sejahtera,Aktif,255.8,32632.36
2360,Tambang A,Emas,469.19,2.0,2021-10-04 14:05:49.280890,PT Emas Sejahtera,Aktif,277.3,44117.17
2361,Tambang D,Emas,777.08,3.13,2024-04-07 02:59:19.739330,PT Tambang Jaya,Aktif,195.8,5310.39
2362,Tambang B,Nikel,343.96,4.01,2024-08-30 07:08:53.416929,PT Tambang Jaya,Non-Aktif,73.5,11255.17
2363,Tambang C,Nikel,636.78,4.64,2021-12-26 07:27:05.247923,PT Mineral Nusantara,Aktif,160.4,83142.73
2364,Tambang D,Tembaga,59.71,3.9,2020-05-11 03:22:00.659903,PT Mineral Nusantara,Reklamasi,232.0,97149.19
2365,Tambang D,Emas,612.6,3.54,2021-06-05 20:40:15.464820,PT Emas Sejahtera,Non-Aktif,28.8,32877.03
2366,Tambang C,Batubara,161.13,2.6,2021-05-05 22:25:09.885544,PT Tambang Jaya,Aktif,260.3,11567.32
2367,Tambang B,Tembaga,832.28,3.22,2024-05-12 00:23:22.295435,PT Mineral Nusantara,Aktif,193.1,93603.84
2368,Tambang A,Batubara,361.89,0.92,2023-11-16 13:27:47.017211,PT Mineral Nusantara,Reklamasi,219.8,91516.84
2369,Tambang A,Tembaga,288.74,4.48,2022-09-26 07:26:06.688892,PT Emas Sejahtera,Non-Aktif,211.3,65811.2
2370,Tambang B,Batubara,842.48,2.95,2023-09-21 08:37:55.446340,PT Emas Sejahtera,Non-Aktif,255.9,34520.48
2371,Tambang D,Nikel,59.64,0.68,2023-12-29 12:32:25.275611,PT Emas Sejahtera,Non-Aktif,35.4,12144.46
2372,Tambang D,Tembaga,402.64,4.64,2020-05-13 16:06:35.536624,PT Tambang Jaya,Non-Aktif,119.3,94009.84
2373,Tambang D,Batubara,376.3,2.7,2020-09-13 08:13:41.038827,PT Mineral Nusantara,Reklamasi,155.8,92117.67
2374,Tambang D,Batubara,291.95,4.41,2020-08-15 15:59:15.606847,PT Mineral Nusantara,Aktif,168.5,74577.01
2375,Tambang B,Emas,912.64,4.36,2023-03-15 21:45:37.937058,PT Mineral Nusantara,Aktif,283.3,93454.74
2376,Tambang D,Tembaga,753.42,4.17,2024-08-12 08:35:13.762818,PT Emas Sejahtera,Non-Aktif,22.3,14836.28
2377,Tambang C,Batubara,73.28,0.78,2024-09-10 20:50:08.698563,PT Tambang Jaya,Reklamasi,261.3,11815.74
2378,Tambang D,Emas,717.54,1.61,2022-07-06 02:25:17.876506,PT Emas Sejahtera,Aktif,170.1,20012.0
2379,Tambang A,Batubara,532.03,4.44,2021-11-24 22:49:27.334867,PT Emas Sejahtera,Non-Aktif,170.8,22333.74
2380,Tambang D,Tembaga,901.86,4.55,2021-11-14 09:59:56.808861,PT Tambang Jaya,Non-Aktif,102.9,82889.74
